index,Formula,Phase,state,batch
3625,C18Fe70Mo12,RMG,No Procesado,19
3626,C18Fe70W12,CRA,No Procesado,14
3627,C18Fe74Mo8,RMG,No Procesado,13
3628,C18Fe74W8,CRA,No Procesado,18
3629,C18Fe78W4,CRA,No Procesado,17
3630,C18Mo12Ni70,CRA,No Procesado,20
3631,C18Mo16Ni66,CRA,No Procesado,9
3632,C18Mo20Ni62,CRA,No Procesado,17
3633,C18Mo24Ni58,CRA,No Procesado,18
3634,C18Mo28Ni54,CRA,No Procesado,8
3635,C1Nb80Si19,RMG,No Procesado,9
3636,C2.5Co95W2.5,CRA,No Procesado,9
3637,C2.5Fe80P17.5,RMG,No Procesado,5
3638,C2.5Fe82.5P15,RMG,No Procesado,10
3639,C2.5Fe85P12.5,CRA,No Procesado,3
3640,C20Co36Cr44,RMG,No Procesado,15
3641,C20Co40Cr40,RMG,No Procesado,13
3642,C20Co44Cr36,RMG,No Procesado,6
3643,C20Co44Mo36,RMG,No Procesado,5
3644,C20Co48Cr32,RMG,No Procesado,15
3645,C20Co48Mo32,RMG,No Procesado,6
3646,C20Co52Cr28,RMG,No Procesado,12
3647,C20Co52Mo28,RMG,No Procesado,17
3648,C20Co56Cr24,CRA,No Procesado,18
3649,C20Co56Mo24,RMG,No Procesado,16
3650,C20Co60Mo20,RMG,No Procesado,3
3651,C20Co60W20,CRA,No Procesado,1
3652,C20Co64Mo16,RMG,No Procesado,4
3653,C20Co65W15,CRA,No Procesado,12
3654,C20Co68Mo12,RMG,No Procesado,20
3655,C20Co68W12,CRA,No Procesado,17
3656,C20Co70Mo10,RMG,No Procesado,9
3657,C20Co70Si10,CRA,No Procesado,4
3658,C20Co70W10,CRA,No Procesado,17
3659,C20Co75Si5,CRA,No Procesado,12
3660,C20Co75W5,CRA,No Procesado,2
3661,C20Cr22Fe58,CRA,No Procesado,17
3662,C20Fe63Mo17,RMG,No Procesado,17
3663,C20Fe64W16,CRA,No Procesado,20
3664,C20Fe65Si15,RMG,No Procesado,10
3665,C20Fe66W14,RMG,No Procesado,12
3666,C20Fe68W12,RMG,No Procesado,12
3667,C20Fe70Si10,RMG,No Procesado,11
3668,C20Fe70W10,CRA,No Procesado,15
3669,C20Fe72W8,CRA,No Procesado,14
3670,C20Fe76W4,CRA,No Procesado,19
3671,C20Ni70Si10,CRA,No Procesado,1
3672,C20Ni75Si5,CRA,No Procesado,17
3673,C22.5Fe65Si12.5,RMG,No Procesado,11
3674,C22Co36Cr42,RMG,No Procesado,19
3675,C22Co40Cr38,RMG,No Procesado,13
3676,C22Co44Cr34,RMG,No Procesado,5
3677,C22Co46Mo32,RMG,No Procesado,7
3678,C22Co48Cr30,CRA,No Procesado,15
3679,C22Co50Mo28,RMG,No Procesado,3
3680,C22Co52Cr26,CRA,No Procesado,4
3681,C22Co54Mo24,RMG,No Procesado,5
3682,C22Co58Mo20,RMG,No Procesado,13
3683,C22Co62Mo16,RMG,No Procesado,9
3684,C22Co68Mo10,RMG,No Procesado,9
3685,C22Fe62W16,CRA,No Procesado,3
3686,C22Fe64W14,RMG,No Procesado,7
3687,C22Fe66W12,RMG,No Procesado,16
3688,C22Fe68W10,RMG,No Procesado,15
3689,C22Fe70W8,CRA,No Procesado,3
3690,C22Fe74W4,CRA,No Procesado,16
3691,C24Fe59Mo17,RMG,No Procesado,15
3692,C25Fe65Si10,RMG,No Procesado,12
3693,C2Nb80Si18,RMG,No Procesado,17
3694,C3.5Fe81.5P15,RMG,No Procesado,11
3695,C3Si12Zr85,CRA,No Procesado,2
3696,C4.5Fe80.5P15,RMG,No Procesado,4
3697,C4Nb80Si16,RMG,No Procesado,19
3698,C5Co70Si25,CRA,No Procesado,16
3699,C5Co75Si20,CRA,No Procesado,17
3700,C5Co80Si15,CRA,No Procesado,5
3701,C5Co80W15,CRA,No Procesado,6
3702,C5Co85W10,CRA,No Procesado,14
3703,C5Co90W5,CRA,No Procesado,11
3704,C5Cr5Fe90,CRA,No Procesado,18
3705,C5Fe75P20,RMG,No Procesado,2
3706,C5Fe77.5P17.5,RMG,No Procesado,3
3707,C5Fe79W16,CRA,No Procesado,10
3708,C5Fe80P15,RMG,No Procesado,18
3709,C5Fe82.5P12.5,CRA,No Procesado,14
3710,C5Fe85P10,CRA,No Procesado,5
3711,C5Ni70Si25,CRA,No Procesado,20
3712,C5Ni75Si20,CRA,No Procesado,17
3713,C5Ni80Si15,CRA,No Procesado,6
3714,C5Ni85Si10,CRA,No Procesado,8
3715,C5Ni90Si5,CRA,No Procesado,17
3716,C6.5Fe77.5P16,RMG,No Procesado,1
3717,C6.5Fe78.5P15,RMG,No Procesado,2
3718,C6.5Fe80.5P13,RMG,No Procesado,2
3719,C6.5Fe82P11.5,RMG,No Procesado,15
3720,C6Fe76Mo18,RMG,No Procesado,5
3721,C6Fe82W12,CRA,No Procesado,13
3722,C6Fe86W8,CRA,No Procesado,20
3723,C6Fe90W4,CRA,No Procesado,16
3724,C6Nb80Si14,RMG,No Procesado,14
3725,C7.5Co77.5W15,CRA,No Procesado,15
3726,C7.5Co82.5W10,CRA,No Procesado,12
3727,C7.5Co85W7.5,CRA,No Procesado,19
3728,C7.5Fe72.5P20,RMG,No Procesado,17
3729,C7.5Fe75P17.5,RMG,No Procesado,11
3730,C7.5Fe77.5P15,RMG,No Procesado,7
3731,C7.5Fe80P12.5,RMG,No Procesado,7
3732,C7.5Fe82.5P10,CRA,No Procesado,11
3733,C7.5Fe85P7.5,CRA,No Procesado,5
3734,C7Fe79W14,CRA,No Procesado,6
3735,C7Fe80P13,BMG,No Procesado,14
3736,C8Cr20Fe72,CRA,No Procesado,13
3737,C8Cr40Fe52,CRA,No Procesado,14
3738,C8Fe75Mo17,RMG,No Procesado,2
3739,C8Fe77P15,RMG,No Procesado,7
3740,C8Mo20Ni72,CRA,No Procesado,15
3741,C8Mo28Ni64,CRA,No Procesado,20
3742,C8Nb80Si12,RMG,No Procesado,1
3743,C9Fe76P15,RMG,No Procesado,1
3744,Ca1.5Cu27.5La71,RMG,No Procesado,13
3745,Ca10Mg80Zn10,RMG,No Procesado,13
3746,Ca10Mg85Zn5,RMG,No Procesado,4
3747,Ca1Cu27.5La71.5,RMG,No Procesado,14
3748,Ca1Cu37.5La61.5,RMG,No Procesado,2
3749,Ca25Cu30Mg45,RMG,No Procesado,17
3750,Ca2Cu28La70,RMG,No Procesado,2
3751,Ca2Cu37.5La60.5,RMG,No Procesado,7
3752,Ca30Mg25Cu45,BMG,No Procesado,2
3753,Ca35Mg25Cu40,BMG,No Procesado,1
3754,Ca3Cu28.5La68.5,RMG,No Procesado,6
3755,Ca3Cu37.5La59.5,RMG,No Procesado,20
3756,Ca40Mg25Cu35,BMG,No Procesado,16
3757,Ca40Mg30Cu30,BMG,No Procesado,7
3758,Ca45Mg19Cu36,BMG,No Procesado,12
3759,Ca45Mg25Cu30,BMG,No Procesado,3
3760,Ca45Mg30Cu25,BMG,No Procesado,10
3761,Ca47.5Mg22.5Cu30,BMG,No Procesado,7
3762,Ca48Mg27Cu25,BMG,No Procesado,15
3763,Ca4Cu29La67,RMG,No Procesado,17
3764,Ca4Cu37.5La58.5,RMG,No Procesado,12
3765,Ca50Mg20Cu30,BMG,No Procesado,18
3766,Ca50Mg22.5Cu27.5,BMG,No Procesado,5
3767,Ca50Mg25Cu25,BMG,No Procesado,4
3768,Ca50Mg30Cu20,BMG,No Procesado,1
3769,Ca53Mg23Cu24,BMG,No Procesado,18
3770,Ca55Mg10Cu35,BMG,No Procesado,5
3771,Ca55Mg15Cu30,BMG,No Procesado,11
3772,Ca55Mg15Zn30,BMG,No Procesado,20
3773,Ca55Mg18Zn27,BMG,No Procesado,11
3774,Ca55Mg20Cu25,BMG,No Procesado,18
3775,Ca55Mg20Zn25,BMG,No Procesado,20
3776,Ca55Mg25Cu20,BMG,No Procesado,6
3777,Ca55Mg25Zn20,BMG,No Procesado,9
3778,Ca57Mg19Cu24,BMG,No Procesado,2
3779,Ca58Mg18Cu24,BMG,No Procesado,7
3780,Ca5Cu10Mg85,CRA,No Procesado,12
3781,Ca5Cu30La65,RMG,No Procesado,14
3782,Ca5Cu37.5La57.5,RMG,No Procesado,19
3783,Ca5Cu5Mg90,CRA,No Procesado,16
3784,Ca5Mg85Zn10,CRA,No Procesado,12
3785,Ca5Mg90Zn5,CRA,No Procesado,12
3786,Ca6.5Cu37La56.5,RMG,No Procesado,1
3787,Ca60Ga10Mg30,RMG,No Procesado,16
3788,Ca60Ga20Mg20,RMG,No Procesado,9
3789,Ca60Ga30Mg10,RMG,No Procesado,19
3790,Ca60Ga5Mg35,RMG,No Procesado,5
3791,Ca60Mg10Zn30,BMG,No Procesado,13
3792,Ca60Mg13Cu27,BMG,No Procesado,7
3793,Ca60Mg15Cu25,BMG,No Procesado,14
3794,Ca60Mg15Zn25,BMG,No Procesado,12
3795,Ca60Mg17.5Zn22.5,BMG,No Procesado,18
3796,Ca60Mg20Cu20,BMG,No Procesado,18
3797,Ca60Mg20Zn20,BMG,No Procesado,2
3798,Ca60Mg25Cu15,BMG,No Procesado,3
3799,Ca60Mg25Zn15,BMG,No Procesado,6
3800,Ca62.5Mg17.5Zn20,BMG,No Procesado,9
3801,Ca63Al32Cu5,BMG,No Procesado,17
3802,Ca65Mg10Cu25,BMG,No Procesado,15
3803,Ca65Mg10Zn25,BMG,No Procesado,19
3804,Ca65Mg15Cu20,BMG,No Procesado,15
3805,Ca65Mg15Zn20,BMG,No Procesado,9
3806,Ca65Mg20Cu15,BMG,No Procesado,12
3807,Ca65Mg20Zn15,BMG,No Procesado,4
3808,Ca65Mg25Cu10,BMG,No Procesado,16
3809,Ca65Mg25Zn10,BMG,No Procesado,5
3810,Ca65Mg5Cu30,BMG,No Procesado,11
3811,Ca6Cu31La63,RMG,No Procesado,12
3812,Ca7.5Cu10Mg82.5,RMG,No Procesado,16
3813,Ca7.5Cu36La56.5,RMG,No Procesado,16
3814,Ca7.5Cu5Mg87.5,RMG,No Procesado,13
3815,Ca7.5Mg82.5Zn10,CRA,No Procesado,7
3816,Ca7.5Mg87.5Zn5,CRA,No Procesado,8
3817,Ca70Mg10Cu20,BMG,No Procesado,3
3818,Ca70Mg10Zn20,BMG,No Procesado,11
3819,Ca70Mg15Zn15,BMG,No Procesado,9
3820,Ca70Mg20Cu10,BMG,No Procesado,1
3821,Ca75Cu10Mg15,RMG,No Procesado,9
3822,Ca7Cu32La61,RMG,No Procesado,12
3823,Ca8.5Cu33La58.5,RMG,No Procesado,11
3824,Ca8.5Cu35La56.5,RMG,No Procesado,2
3825,Ca8Cu32.5La59.5,RMG,No Procesado,13
3826,Ca9Cu33.5La57.5,RMG,No Procesado,13
3827,Ce10Cu10Mg80,RMG,No Procesado,5
3828,Ce10Cu15Mg75,RMG,No Procesado,2
3829,Ce10Cu20Mg70,RMG,No Procesado,3
3830,Ce10Cu25Mg65,RMG,No Procesado,13
3831,Ce10Cu5Mg85,CRA,No Procesado,20
3832,Ce10Mg60Ni30,RMG,No Procesado,17
3833,Ce10Mg70Ni20,RMG,No Procesado,2
3834,Ce10Mg72Ni18,RMG,No Procesado,1
3835,Ce10Mg75Ni15,RMG,No Procesado,20
3836,Ce10Mg80Ni10,RMG,No Procesado,18
3837,Ce10Mg85Ni5,RMG,No Procesado,12
3838,Ce15Cu10Mg75,CRA,No Procesado,9
3839,Ce15Cu15Mg70,RMG,No Procesado,9
3840,Ce15Cu20Mg65,RMG,No Procesado,16
3841,Ce15Cu25Mg60,CRA,No Procesado,18
3842,Ce15Cu5Mg80,CRA,No Procesado,11
3843,Ce15Mg75Ni10,RMG,No Procesado,13
3844,Ce20Cu10Mg70,CRA,No Procesado,5
3845,Ce20Cu15Mg65,CRA,No Procesado,15
3846,Ce20Cu20Mg60,CRA,No Procesado,6
3847,Ce20Cu25Mg55,CRA,No Procesado,8
3848,Ce20Cu5Mg75,CRA,No Procesado,8
3849,Ce20Mg40Ni40,CRA,No Procesado,19
3850,Ce20Mg50Ni30,RMG,No Procesado,12
3851,Ce20Mg60Ni20,RMG,No Procesado,7
3852,Ce20Mg70Ni10,CRA,No Procesado,18
3853,Ce25Cu25Mg50,CRA,No Procesado,8
3854,Ce30Mg40Ni30,CRA,No Procesado,2
3855,Ce3Mg85Zn12,RMG,No Procesado,6
3856,Ce55Al25Co20,BMG,No Procesado,6
3857,Ce5Cu10Mg85,RMG,No Procesado,19
3858,Ce5Cu15Mg80,RMG,No Procesado,4
3859,Ce5Cu20Mg75,RMG,No Procesado,18
3860,Ce5Cu25Mg70,RMG,No Procesado,9
3861,Ce5Cu30Mg65,RMG,No Procesado,6
3862,Ce5Cu5Mg90,CRA,No Procesado,4
3863,Ce5Mg75Ni20,RMG,No Procesado,18
3864,Ce5Mg85Ni10,RMG,No Procesado,8
3865,Ce5Mg90Ni5,CRA,No Procesado,11
3866,Ce60Al20Cu20,BMG,No Procesado,17
3867,Ce70Al10Cu20,BMG,No Procesado,4
3868,Ce70Al15Cu15,BMG,No Procesado,5
3869,Co1.7Pd81.8Si16.5,RMG,No Procesado,14
3870,Co10Fe80Zr10,RMG,No Procesado,1
3871,Co10Mn80Zr10,RMG,No Procesado,10
3872,Co10Ni29.7Zr60.3,RMG,No Procesado,3
3873,Co10Ni40Ta50,RMG,No Procesado,20
3874,Co10Ni68.5P21.5,CRA,No Procesado,7
3875,Co10Ni71P19,CRA,No Procesado,12
3876,Co10Ni73P17,CRA,No Procesado,12
3877,Co10Pd70Si20,RMG,No Procesado,16
3878,Co10Pd73.5Si16.5,RMG,No Procesado,3
3879,Co12.5Ni66P21.5,CRA,No Procesado,17
3880,Co12.5Ni68.5P19,CRA,No Procesado,11
3881,Co12.5Ni70.5P17,CRA,No Procesado,6
3882,Co12.5Pd71Si16.5,RMG,No Procesado,19
3883,Co14Ni64.5P21.5,CRA,No Procesado,1
3884,Co14Ni67P19,CRA,No Procesado,15
3885,Co14Ni69P17,CRA,No Procesado,18
3886,Co15Ni28.05Zr56.95,RMG,No Procesado,3
3887,Co15Pd68.5Si16.5,RMG,No Procesado,13
3888,Co16Ni65P19,CRA,No Procesado,15
3889,Co18Fe72Zr10,RMG,No Procesado,9
3890,Co20.9Pd62.6Si16.5,CRA,No Procesado,18
3891,Co20Fe70Zr10,RMG,No Procesado,4
3892,Co20Ni26.4Zr53.6,RMG,No Procesado,8
3893,Co22.5Fe67.5Zr10,RMG,No Procesado,4
3894,Co22P11Zr67,RMG,No Procesado,9
3895,Co24Hf67Si9,RMG,No Procesado,8
3896,Co25Pd10Zr65,RMG,No Procesado,15
3897,Co27Fe63Zr10,RMG,No Procesado,15
3898,Co28P5Zr67,RMG,No Procesado,20
3899,Co2Mn88Zr10,RMG,No Procesado,5
3900,Co2Ni76P22,CRA,No Procesado,2
3901,Co2Ni77P21,RMG,No Procesado,12
3902,Co2Ni78.5P19.5,RMG,No Procesado,14
3903,Co2Ni80P18,RMG,No Procesado,1
3904,Co2Ni81P17,CRA,No Procesado,13
3905,Co3.5Ni74.5P22,CRA,No Procesado,16
3906,Co3.5Ni75.5P21,RMG,No Procesado,12
3907,Co3.5Ni77P19.5,RMG,No Procesado,4
3908,Co3.5Ni78.5P18,RMG,No Procesado,10
3909,Co3.5Ni79.5P17,CRA,No Procesado,14
3910,Co30Fe60Zr10,RMG,No Procesado,4
3911,Co30Hf67P3,RMG,No Procesado,4
3912,Co30Ni20Zr50,RMG,No Procesado,16
3913,Co30Pd5Zr65,RMG,No Procesado,11
3914,Co33Ni0.05Zr66.95,RMG,No Procesado,7
3915,Co33Ni0.15Zr66.85,RMG,No Procesado,1
3916,Co33Ni0.1Zr66.9,RMG,No Procesado,20
3917,Co33Ni0.2Zr66.8,RMG,No Procesado,20
3918,Co34Pd1Zr65,RMG,No Procesado,4
3919,Co36Fe54Zr10,RMG,No Procesado,13
3920,Co4.2Pd79.3Si16.5,RMG,No Procesado,20
3921,Co40Fe50Zr10,RMG,No Procesado,5
3922,Co45Fe45Zr10,RMG,No Procesado,17
3923,Co4Fe86Zr10,RMG,No Procesado,8
3924,Co50Fe40Zr10,RMG,No Procesado,6
3925,Co54Fe36Zr10,RMG,No Procesado,16
3926,Co54Pd1Zr45,RMG,No Procesado,12
3927,Co56Ta9B35,BMG,No Procesado,10
3928,Co58Ta7B35,BMG,No Procesado,18
3929,Co5Mn85Zr10,RMG,No Procesado,20
3930,Co5Ni31.35Zr63.65,RMG,No Procesado,4
3931,Co5Ni73P22,CRA,No Procesado,18
3932,Co5Ni74P21,RMG,No Procesado,19
3933,Co5Ni75.5P19.5,RMG,No Procesado,13
3934,Co5Ni77P18,RMG,No Procesado,14
3935,Co5Ni78P17,CRA,No Procesado,1
3936,Co6.7Pd76.8Si16.5,RMG,No Procesado,6
3937,Co60Cr30Zr10,RMG,No Procesado,19
3938,Co60Fe30Zr10,RMG,No Procesado,19
3939,Co65.5Mo20Zr14.5,RMG,No Procesado,1
3940,Co65Cr25Zr10,RMG,No Procesado,15
3941,Co66Cr18Zr16,RMG,No Procesado,8
3942,Co66V20Zr14,RMG,No Procesado,1
3943,Co67.5Cr16Zr16.5,RMG,No Procesado,11
3944,Co67.5Fe22.5Zr10,RMG,No Procesado,18
3945,Co67.5V18Zr14.5,RMG,No Procesado,20
3946,Co67Mo18Zr15,RMG,No Procesado,8
3947,Co68.6Mo16Zr15.4,RMG,No Procesado,3
3948,Co69.2V16Zr14.8,RMG,No Procesado,9
3949,Co69Cr14Zr17,RMG,No Procesado,7
3950,Co70.3Mo14Zr15.7,RMG,No Procesado,13
3951,Co70.6Gd14Mo15.4,RMG,No Procesado,12
3952,Co70Cr10P20,RMG,No Procesado,13
3953,Co70Cr20Zr10,RMG,No Procesado,9
3954,Co70Fe20Zr10,RMG,No Procesado,1
3955,Co71Cr12Zr17,RMG,No Procesado,16
3956,Co71V14Zr15,RMG,No Procesado,3
3957,Co72.5Cr10Zr17.5,RMG,No Procesado,1
3958,Co72.5V20Zr7.5,RMG,No Procesado,1
3959,Co72.8Cr20Zr7.2,RMG,No Procesado,4
3960,Co72.8Gd19.4Mo7.8,RMG,No Procesado,9
3961,Co72.8V12Zr15.2,RMG,No Procesado,10
3962,Co72.9Cr17.1Zr10,RMG,No Procesado,15
3963,Co72Fe18Zr10,RMG,No Procesado,17
3964,Co72Mo12Zr16,RMG,No Procesado,8
3965,Co73Gd12.9Mo14.1,RMG,No Procesado,13
3966,Co74.5Cr8Zr17.5,RMG,No Procesado,2
3967,Co74.5Mo13Zr12.5,RMG,No Procesado,16
3968,Co74.5V10Zr15.5,RMG,No Procesado,3
3969,Co74.5W14Zr11.5,RMG,No Procesado,1
3970,Co74.8Mo20Zr5.2,RMG,No Procesado,16
3971,Co74Mo10Zr16,RMG,No Procesado,19
3972,Co74W12Zr14,RMG,No Procesado,2
3973,Co74W13Zr13,RMG,No Procesado,12
3974,Co75.4Cr12.6Zr12,RMG,No Procesado,13
3975,Co75.6Gd8.4Mo16,RMG,No Procesado,16
3976,Co75.7Mo8Zr16.3,RMG,No Procesado,5
3977,Co75.8V12Zr12.2,RMG,No Procesado,18
3978,Co75Cr15Zr10,RMG,No Procesado,2
3979,Co75Cr18Zr7,RMG,No Procesado,18
3980,Co75V18Zr7,RMG,No Procesado,8
3981,Co75W10Zr15,RMG,No Procesado,5
3982,Co76.3V8Zr15.7,RMG,No Procesado,15
3983,Co76.4W8Zr15.6,RMG,No Procesado,9
3984,Co76.5Cr6Zr17.5,RMG,No Procesado,14
3985,Co77.2V16Zr6.8,RMG,No Procesado,19
3986,Co77.5Cr16Zr6.5,RMG,No Procesado,19
3987,Co77.5Mo6Zr16.5,RMG,No Procesado,10
3988,Co77Cr11.6Zr11.4,RMG,No Procesado,18
3989,Co77Mo18Zr5,RMG,No Procesado,14
3990,Co77W14Zr9,RMG,No Procesado,15
3991,Co78.2W6Zr15.8,RMG,No Procesado,15
3992,Co78.5Cr4Zr17.5,RMG,No Procesado,20
3993,Co78Cr11.2Zr10.8,RMG,No Procesado,16
3994,Co78Mo10.8Zr11.2,RMG,No Procesado,9
3995,Co78V6Zr16,RMG,No Procesado,20
3996,Co78W8Zr14,RMG,No Procesado,4
3997,Co79.2V10.6Zr10.2,RMG,No Procesado,8
3998,Co79.5Mo10Zr10.5,RMG,No Procesado,10
3999,Co79.5V14Zr6.5,RMG,No Procesado,9
4000,Co79.5W13Zr7.5,RMG,No Procesado,9
4001,Co79.7Mo4Zr16.3,RMG,No Procesado,17
4002,Co79Cr10.6Zr10.4,RMG,No Procesado,16
4003,Co79Mo16Zr5,RMG,No Procesado,14
4004,Co7Ni71P22,CRA,No Procesado,5
4005,Co7Ni72P21,RMG,No Procesado,13
4006,Co7Ni73.5P19.5,RMG,No Procesado,1
4007,Co7Ni75P18,RMG,No Procesado,10
4008,Co7Ni76P17,CRA,No Procesado,18
4009,Co80.5W7Zr12.5,RMG,No Procesado,4
4010,Co80Cr10Zr10,RMG,No Procesado,18
4011,Co80Cr14Zr6,RMG,No Procesado,12
4012,Co80Fe10Zr10,RMG,No Procesado,2
4013,Co80Mo10Zr10,RMG,No Procesado,12
4014,Co80Mo9.5Zr10.5,RMG,No Procesado,3
4015,Co80Ni10Zr10,RMG,No Procesado,18
4016,Co80V10Zr10,RMG,No Procesado,3
4017,Co80V4Zr16,RMG,No Procesado,15
4018,Co80W10Zr10,RMG,No Procesado,10
4019,Co80W4Zr16,RMG,No Procesado,3
4020,Co81.2Cr9.6Zr9.2,RMG,No Procesado,1
4021,Co81.5V12Zr6.5,RMG,No Procesado,12
4022,Co81.6Mo9Zr9.4,RMG,No Procesado,4
4023,Co81.8V9Zr9.2,RMG,No Procesado,14
4024,Co81Cr2Zr17,RMG,No Procesado,3
4025,Co81Mo14Zr5,RMG,No Procesado,17
4026,Co82.2W6.6Zr11.2,RMG,No Procesado,10
4027,Co82.4Mo8.6Zr9,RMG,No Procesado,8
4028,Co82Cr12Zr6,RMG,No Procesado,17
4029,Co82Mo2Zr16,RMG,No Procesado,14
4030,Co82V2Zr16,RMG,No Procesado,15
4031,Co82W12Zr6,RMG,No Procesado,1
4032,Co82W2Zr16,RMG,No Procesado,10
4033,Co83.4Cr8.3Zr8.3,RMG,No Procesado,9
4034,Co83.5V10Zr6.5,RMG,No Procesado,16
4035,Co83Mo12Zr5,RMG,No Procesado,2
4036,Co84.8Mo10Zr5.2,RMG,No Procesado,17
4037,Co84.8W10Zr5.2,RMG,No Procesado,17
4038,Co84Cr10Zr6,RMG,No Procesado,20
4039,Co84V8Zr8,RMG,No Procesado,11
4040,Co84W6Zr10,RMG,No Procesado,12
4041,Co85.5Cr8Zr6.5,RMG,No Procesado,3
4042,Co85.5W5Zr9.5,RMG,No Procesado,13
4043,Co85Cr5Zr10,RMG,No Procesado,13
4044,Co85Fe5Zr10,RMG,No Procesado,5
4045,Co85Ni5Zr10,RMG,No Procesado,13
4046,Co85Si5Zr10,RMG,No Procesado,3
4047,Co85V5Zr10,RMG,No Procesado,12
4048,Co85V8Zr7,RMG,No Procesado,17
4049,Co85W5Zr10,RMG,No Procesado,1
4050,Co86.2Mo6.4Zr7.4,RMG,No Procesado,3
4051,Co86.5Mo8Zr5.5,RMG,No Procesado,11
4052,Co86.5V6Zr7.5,RMG,No Procesado,18
4053,Co86.8W8Zr5.2,RMG,No Procesado,6
4054,Co87.2Cr6Zr6.8,RMG,No Procesado,12
4055,Co88.5Cr4Zr7.5,RMG,No Procesado,9
4056,Co88.5W6Zr5.5,RMG,No Procesado,2
4057,Co88Mo6Zr6,RMG,No Procesado,4
4058,Co88Ni2Zr10,RMG,No Procesado,3
4059,Co88Si2Zr10,RMG,No Procesado,6
4060,Co88V4Zr8,RMG,No Procesado,10
4061,Co89.5V2Zr8.5,RMG,No Procesado,6
4062,Co89.7Cr2Zr8.3,RMG,No Procesado,11
4063,Co89.8W4Zr6.2,RMG,No Procesado,14
4064,Co89Mo4Zr7,RMG,No Procesado,5
4065,Co90.2W2Zr7.8,RMG,No Procesado,20
4066,Co90Mo2Zr8,RMG,No Procesado,7
4067,Co9Fe81Zr10,RMG,No Procesado,10
4068,Co9Ni69.5P21.5,CRA,No Procesado,11
4069,Co9Ni72P19,RMG,No Procesado,7
4070,Co9Ni74P17,CRA,No Procesado,15
4071,Cr0.5Pd79.5Si20,RMG,No Procesado,14
4072,Cr10Fe80Zr10,RMG,No Procesado,18
4073,Cr10Ni29.7Zr60.3,RMG,No Procesado,3
4074,Cr10Ni50Zr40,RMG,No Procesado,1
4075,Cr10Ni70P20,RMG,No Procesado,3
4076,Cr10Ni71P19,RMG,No Procesado,7
4077,Cr10Si15Zr75,RMG,No Procesado,3
4078,Cr14Ni68P18,RMG,No Procesado,17
4079,Cr15Fe75Zr10,RMG,No Procesado,7
4080,Cr15Ni15Zr70,RMG,No Procesado,20
4081,Cr15Ni25Zr60,RMG,No Procesado,18
4082,Cr15Ni28.05Zr56.95,RMG,No Procesado,10
4083,Cr15Ni35Zr50,RMG,No Procesado,20
4084,Cr15Ni45Zr40,RMG,No Procesado,3
4085,Cr15Ni65P20,RMG,No Procesado,1
4086,Cr15Ni66P19,RMG,No Procesado,18
4087,Cr17Fe73Zr10,RMG,No Procesado,6
4088,Cr18Ni62P20,RMG,No Procesado,14
4089,Cr1Pd79Si20,RMG,No Procesado,20
4090,Cr20Fe70Zr10,RMG,No Procesado,12
4091,Cr20Ni26.4Zr53.6,RMG,No Procesado,16
4092,Cr20Ni60P20,RMG,No Procesado,17
4093,Cr20Ni61P19,RMG,No Procesado,2
4094,Cr20Si15Zr65,RMG,No Procesado,20
4095,Cr23Fe55P22,RMG,No Procesado,6
4096,Cr24Fe56.5P19.5,RMG,No Procesado,14
4097,Cr25Fe57.5P17.5,RMG,No Procesado,14
4098,Cr25Fe65Zr10,RMG,No Procesado,11
4099,Cr25Ni56P19,RMG,No Procesado,15
4100,Cr26Fe59.5P14.5,RMG,No Procesado,10
4101,Cr26Fe60.5P13.5,RMG,No Procesado,11
4102,Cr2Fe78P20,RMG,No Procesado,2
4103,Cr2Fe88Zr10,RMG,No Procesado,4
4104,Cr2Pd78Si20,RMG,No Procesado,10
4105,Cr30Ni51P19,RMG,No Procesado,19
4106,Cr33Ni0.05Zr66.95,RMG,No Procesado,11
4107,Cr33Ni0.15Zr66.85,RMG,No Procesado,18
4108,Cr33Ni0.1Zr66.9,RMG,No Procesado,4
4109,Cr33Ni0.2Zr66.8,RMG,No Procesado,17
4110,Cr3Ni77P20,RMG,No Procesado,1
4111,Cr3Pd77Si20,RMG,No Procesado,10
4112,Cr40Ni40P20,RMG,No Procesado,4
4113,Cr43.5Ni40.5P16,RMG,No Procesado,19
4114,Cr4Fe76P20,RMG,No Procesado,17
4115,Cr4Fe86Zr10,RMG,No Procesado,3
4116,Cr4Pd76Si20,RMG,No Procesado,14
4117,Cr50Ni30P20,RMG,No Procesado,13
4118,Cr55.93Ni28.93P15.14,RMG,No Procesado,4
4119,Cr58Ni27P15,RMG,No Procesado,18
4120,Cr59.81Ni25.31P14.88,RMG,No Procesado,17
4121,Cr5Ni31.35Zr63.65,RMG,No Procesado,13
4122,Cr5Ni55Zr40,RMG,No Procesado,13
4123,Cr5Ni75P20,RMG,No Procesado,16
4124,Cr5Ni76P19,RMG,No Procesado,9
4125,Cr5Pd75Si20,RMG,No Procesado,9
4126,Cr60Ni20P20,RMG,No Procesado,6
4127,Cr69.6Ni16.2P14.2,CRA,No Procesado,17
4128,Cr6Fe74P20,RMG,No Procesado,17
4129,Cr6Fe84Zr10,RMG,No Procesado,2
4130,Cr6Pd74Si20,RMG,No Procesado,20
4131,Cr70Ni10P20,CRA,No Procesado,10
4132,Cr72.5Ni13.5P14,CRA,No Procesado,10
